101 157 213 268 323 378 433 488 543 598 653 708 763 818 873 928 982 1037 1092 
104 159 214 269 324 379 434 489 544 598 653 708 763 818 873 928 982 1037 1092 
106 160 215 270 324 379 434 489 544 599 653 708 763 818 873 928 983 1037 1092 
107 161 216 270 325 380 434 489 544 599 654 708 763 818 873 928 983 1037 1092 
107 161 216 271 325 380 435 489 544 599 654 709 763 818 873 928 983 1037 1092 
107 161 216 271 325 380 435 490 544 599 654 709 763 818 873 928 983 1038 1092 
107 162 216 271 326 380 435 490 544 599 654 709 764 818 873 928 983 1038 1092 
107 162 216 271 326 380 435 490 544 599 654 709 764 818 873 928 983 1038 1092 
107 161 216 271 325 380 435 490 544 599 654 709 764 818 873 928 983 1038 1092 
106 161 216 271 325 380 435 490 544 599 654 709 764 818 873 928 983 1038 1092 
106 161 216 271 325 380 435 490 544 599 654 709 764 818 873 928 983 1038 1092 
106 161 216 270 325 380 435 490 544 599 654 709 764 818 873 928 983 1038 1092 
106 161 215 270 325 380 435 490 544 599 654 709 764 818 873 928 983 1038 1092 
106 161 215 270 325 380 435 490 544 599 654 709 764 818 873 928 983 1038 1092 
106 161 215 270 325 380 435 489 544 599 654 709 764 818 873 928 983 1038 1092 
105 160 215 270 325 380 435 489 544 599 654 709 764 818 873 928 983 1038 1092 
105 160 215 270 325 380 435 489 544 599 654 709 764 818 873 928 983 1038 1092 
106 161 215 270 325 380 435 489 544 599 654 709 764 818 873 928 983 1038 1092 
106 161 215 270 325 380 435 489 544 599 654 709 764 818 873 928 983 1038 1093 
105 160 215 270 325 380 435 489 544 599 654 709 764 818 873 928 983 1038 1093 
106 161 215 270 325 380 435 489 544 599 654 709 764 818 873 928 983 1038 1093 
106 161 216 270 325 380 435 490 544 599 654 709 764 818 873 928 983 1038 1093 
105 160 215 270 325 380 435 490 544 599 654 709 764 818 873 928 983 1038 1093 
106 161 216 270 325 380 435 490 544 599 654 709 764 818 873 928 983 1038 1093 
107 161 216 271 325 380 435 490 544 599 654 709 764 818 873 928 983 1038 1092 
105 161 215 270 325 380 435 490 544 599 654 709 764 818 873 928 983 1038 1092 
107 162 216 271 325 380 435 490 544 599 654 709 764 818 873 928 983 1038 1092 
107 162 216 271 325 380 435 490 544 599 654 709 764 818 873 928 983 1038 1092 
106 161 216 270 325 380 435 490 544 599 654 709 764 818 873 928 983 1038 1092 
106 161 216 270 325 380 435 489 544 599 654 709 763 818 873 928 983 1038 1092 
106 161 215 270 325 380 435 489 544 599 654 709 763 818 873 928 983 1038 1092 
105 160 215 270 325 379 434 489 544 599 654 709 763 818 873 928 983 1038 1092 
104 159 214 269 324 379 434 489 544 599 654 708 763 818 873 928 983 1037 1092 
106 161 215 270 325 379 434 489 544 599 654 708 763 818 873 928 983 1037 1092 
106 161 215 270 325 379 434 489 544 599 654 708 763 818 873 928 983 1037 1092 
104 159 214 269 324 379 434 489 544 599 653 708 763 818 873 928 983 1037 1092 
105 160 215 270 324 379 434 489 544 599 653 708 763 818 873 928 983 1037 1092 
106 160 215 270 324 379 434 489 544 599 653 708 763 818 873 928 982 1037 1092 
105 160 215 269 324 379 434 489 544 598 653 708 763 818 873 928 982 1037 1092 
104 159 214 269 324 379 434 489 544 598 653 708 763 818 873 928 982 1037 1092 
104 159 214 269 324 379 434 489 544 598 653 708 763 818 873 928 982 1037 1092 
104 159 214 269 324 379 434 489 544 598 653 708 763 818 873 928 982 1037 1092 
105 160 215 269 324 379 434 489 544 598 653 708 763 818 873 928 982 1037 1092 
105 160 215 269 324 379 434 489 544 598 653 708 763 818 873 927 982 1037 1092 
105 160 215 269 324 379 434 489 544 598 653 708 763 818 873 927 982 1037 1092 
106 160 215 269 324 379 434 489 543 598 653 708 763 818 873 927 982 1037 1092 
103 158 213 269 324 379 434 488 543 598 653 708 763 818 873 927 982 1037 1092 
102 158 213 268 323 378 433 488 543 598 653 708 763 818 873 927 982 1037 1092 
105 160 214 269 324 379 434 489 543 598 653 708 763 818 873 927 982 1037 1092 
105 160 215 270 324 379 434 489 544 598 653 708 763 818 873 927 982 1037 1092 
106 161 215 270 325 379 434 489 544 598 653 708 763 818 873 927 982 1037 1092 
106 161 215 270 325 379 434 489 544 599 653 708 763 818 873 927 982 1037 1092 
107 161 216 270 325 379 434 489 544 599 653 708 763 818 873 927 982 1037 1092 
107 161 216 270 325 379 434 489 544 598 653 708 763 818 873 927 982 1037 1092 
106 161 215 270 325 379 434 489 544 598 653 708 763 818 873 927 982 1037 1092 
105 160 215 269 324 379 434 489 543 598 653 708 763 818 872 927 982 1037 1092 
105 159 214 269 324 379 433 488 543 598 653 708 763 817 872 927 982 1037 1092 
104 159 214 269 323 378 433 488 543 598 653 708 762 817 872 927 982 1037 1092 
103 158 213 268 323 378 433 488 543 598 653 707 762 817 872 927 982 1037 1092 
102 157 212 267 322 377 432 487 542 597 652 707 762 817 872 927 982 1037 1092 
154 210 266 322 377 432 487 542 597 652 707 762 817 872 927 982 1037 1092 
102 157 212 267 322 377 432 487 542 597 652 707 762 817 872 927 982 1037 1092 
104 159 213 268 323 378 433 488 543 598 653 708 762 817 872 927 982 1037 1092 
104 159 214 269 323 378 433 488 543 598 653 708 763 817 872 927 982 1037 1092 
105 160 215 269 324 379 434 488 543 598 653 708 763 818 872 927 982 1037 1092 
106 161 215 270 324 379 434 489 544 598 653 708 763 818 873 927 982 1037 1092 
106 161 215 270 325 379 434 489 544 599 653 708 763 818 873 928 982 1037 1092 
